Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6HUcWQO05Za28Yy4csRYth,"Life Is","Here in the Pitch","Jessica Pratt",2024-05-03,188293,50,false,,2025-05-30T04:00:28Z,"ambient folk","Mexican Summer",0.675,0.337,2,-11.926,1,0.0256,0.749,0.00596,0.0639,0.378,103.988,4
spotify:track:1hj8os1Xxiuo95atpJzfCp,"This Is A Photograph","This Is A Photograph","Kevin Morby",2022-05-13,210333,41,false,,2025-05-30T04:00:28Z,"","Dead Oceans",0.721,0.915,4,-4.953,0,0.0469,0.51,0.00163,0.119,0.783,124.011,4
spotify:track:1zHpGGZ5Q6Plp9eWVAQMu6,"A Thread to Find","Geist","Shannon Lay",2021-10-08,228492,29,false,,2025-05-30T04:00:28Z,"indie folk","Sub Pop Records",0.414,0.43,11,-9.221,1,0.0261,0.833,0.00154,0.104,0.356,98.895,4
spotify:track:5MnLof1o5Wu4hX5zWgMjZY,"Wasted","Projections","Tomberlin",2020-10-16,149422,48,false,,2025-05-30T04:00:28Z,"","Saddle Creek",0.766,0.571,4,-9.764,1,0.0385,0.43,0.135,0.142,0.716,93.075,4
spotify:track:18AEF8fvBL5QfyHUqQkZVT,"Serotonin","Light Dark Light Again","Angie McMahon",2023-10-27,259618,52,false,,2025-05-30T04:00:28Z,"","Gracie Music",0.741,0.552,9,-10.623,1,0.0629,0.883,0.0197,0.11,0.36,116.97,4
spotify:track:4iK3yOQKoby2b9gvCmUwsR,"How Lucky","How Lucky","Kurt Vile,John Prine",2020-09-24,203106,55,false,,2025-05-30T04:00:28Z,"americana,folk,singer-songwriter,alt country,outlaw country","Matador",0.523,0.441,5,-9.928,1,0.0311,0.465,0.00268,0.365,0.49,171.246,4
spotify:track:4MoCLZnuRqgdEKaz0wL5h4,"Valley","Sundowner","Kevin Morby",2020-10-16,244573,43,false,,2025-05-30T04:00:28Z,"","Dead Oceans",0.59,0.575,1,-6.423,0,0.0247,0.606,0.0691,0.13,0.494,79.567,4
spotify:track:4nq1ycSKzbzGcMoRfD6lCN,"Bright Green Vibrant Gray","Bright Green Vibrant Gray","Helena Deland",2023-08-30,219507,32,false,,2025-05-30T04:00:28Z,"","Chivi Chivi",0.687,0.319,8,-12.404,0,0.0313,0.899,0.00055,0.0782,0.257,110.978,4
spotify:track:3E32ScayKIBK9JYehnRek9,"Bloomsday","Pick Apart","Samantha Crain",2021-08-27,199146,42,false,,2025-05-30T04:00:28Z,"indie folk","Real Kind Records",0.458,0.529,8,-6.566,1,0.0286,0.286,0.00000322,0.107,0.0767,119.924,4
spotify:track:4fyqGylwyCpUTbgzYJ6RXN,"Deep In Love","Bonny Light Horseman","Bonny Light Horseman,Eric D. Johnson,Josh Kaufman,Anaïs Mitchell",2020-01-24,309072,57,false,,2025-05-30T04:00:28Z,"musicals","37d03d",0.618,0.558,5,-8.184,1,0.0251,0.604,0.395,0.124,0.336,111.709,4
